"RefSeq.mRNA" "Transcript_length" "UTR_length"
"139322" "" 1656 404
"139323" "NM_001278690" 3451 2298
"139324" "" 454 362
"139325" "NM_001287002" 2396 1277
"139326" "NM_001145191" 4377 1487
"139327" "" 3448 50
"139328" "" 3448 204
"139329" "" 3448 118
"139330" "" 3448 63
"139331" "" 3448 84
"139332" "" 3448 210
"139333" "" 3448 138
"139334" "" 3448 81
"139335" "" 3448 211
"139336" "" 3448 95
"139337" "" 3448 196
"139338" "" 3448 101
"139339" "" 3448 1601
"139340" "NM_001080770" 1637 405
"139341" "NM_144686" 2412 140
"139342" "NM_001145303" 2412 140
"139343" "" 2822 2440
"139344" "" 6891 1442
"139345" "" 1631 99
"139346" "" 1986 915
"139347" "" 1588 61
"139348" "" 1588 98
"139349" "" 1588 53
"139350" "" 2269 396
"139351" "NM_001039848" 1002 214
"139352" "NM_003779" 2414 504
"139353" "NM_001199874" 2414 504
"139354" "NM_001199873" 2414 504
"139355" "" 2010 912
"139356" "" 642 35
"139357" "NM_001282233" 978 171
"139358" "NM_001258212" 1937 23
"139359" "NM_001258212" 1937 469
"139360" "" 1604 139
"139361" "NM_001254729" 4113 3413
"139362" "NM_001252597" 461 163
"139363" "" 1612 109
"139364" "" 1612 1144
"139365" "NM_001083539" 1769 564
"139366" "NM_198988" 1919 293
"139367" "NM_001013407" 1720 202
"139368" "" 717 49
"139369" "" 717 190
"139370" "" 722 35
"139371" "" 722 33
"139372" "" 722 67
"139373" "" 722 68
"139374" "" 722 110
"139375" "" 722 118
"139376" "" 722 89
"139377" "" 5071 122
"139378" "" 5071 197
"139379" "" 5071 98
"139380" "" 5071 98
"139381" "" 5071 197
"139382" "" 5071 98
"139383" "" 5071 98
"139384" "" 5071 98
"139385" "" 5071 95
"139386" "" 5071 72
"139387" "" 5071 123
"139388" "" 5071 11
"139389" "" 5071 87
"139390" "" 5071 106
"139391" "" 5071 32
"139392" "" 5071 224
"139393" "" 5071 154
"139394" "" 5071 211
"139395" "" 5071 207
"139396" "" 5071 96
"139397" "" 5071 891
"139398" "NM_001307939" 4243 2354
"139399" "" 6701 3748
"139400" "NM_001318966" 1771 47
"139401" "NM_001318966" 1771 102
"139402" "NM_001318966" 1771 127
"139403" "NM_001318966" 1771 177
"139404" "NM_001318966" 1771 180
"139405" "NM_001318966" 1771 236
"139406" "NM_001080772" 1566 40
"139407" "NM_001080772" 1566 675
"139408" "" 1982 655
"139409" "NM_001174083" 3504 241
"139410" "" 3722 57
"139411" "" 3722 58
"139412" "" 3722 109
"139413" "" 3722 151
"139414" "" 3722 95
"139415" "" 3722 185
"139416" "" 3722 2201
"139417" "NM_001321178" 3757 692
"139418" "NM_001195386" 2073 980
"139419" "NM_006737" 1597 228
"139420" "" 2227 66
"139421" "NM_015356" 5143 242
"139422" "" 1461 241
"139423" "NM_014218" 1600 512
"139424" "" 3121 492
"139425" "" 5453 4061
"139426" "NM_001242797" 4882 2951
"139427" "" 3132 129
"139428" "" 1061 231
"139429" "NM_133274" 754 123
"139430" "" 1714 19
"139431" "" 1714 493
"139432" "" 469 365
"139433" "NM_015002" 6040 4098
"139434" "NM_001301772" 2282 1651
"139435" "NM_178172" 2282 1651
"139436" "" 3489 1598
"139437" "" 2557 427
"139438" "" 2154 59
"139439" "" 2154 37
"139440" "" 2154 52
"139441" "" 2154 158
"139442" "" 2154 371
"139443" "" 702 105
"139444" "NM_001204110" 5231 110
"139445" "NM_001204110" 5231 4312
"139446" "NM_001204108" 5231 110
"139447" "NM_001204108" 5231 4312
"139448" "" 1217 23
"139449" "NM_001278196" 3740 2101
"139450" "NM_006352" 3740 2101
"139451" "NM_198309" 5270 3667
"139452" "NM_001288729" 5772 1268
"139453" "NM_013289" 1865 502
"139454" "NM_181500" 2990 866
"139455" "NM_001105564" 2954 151
"139456" "NM_001105563" 2954 151
"139457" "" 1274 254
"139458" "" 1039 22
"139459" "NM_001488" 1948 245
"139460" "NM_004542" 963 665
"139461" "NM_024075" 2297 1176
"139462" "NM_001077446" 2297 1176
"139463" "NM_032962" 472 141
"139464" "NM_032096" 2588 57
"139465" "NM_017895" 2693 240
"139466" "" 1130 202
"139467" "" 2937 69
"139468" "" 2937 114
"139469" "" 2937 31
"139470" "" 2937 81
"139471" "" 2937 166
"139472" "" 2937 151
"139473" "" 2937 92
"139474" "" 2937 96
"139475" "" 2937 73
"139476" "" 2937 110
"139477" "" 2937 114
"139478" "" 2937 153
"139479" "" 2937 165
"139480" "" 2937 148
"139481" "" 2937 163
"139482" "" 2937 202
"139483" "" 2937 98
"139484" "" 2937 70
"139485" "" 2937 114
"139486" "" 2937 108
"139487" "" 2937 329
"139488" "" 1858 24
"139489" "" 925 619
"139490" "" 2114 164
"139491" "NM_001282332" 2421 1176
"139492" "" 6466 5637
"139493" "NM_000161" 2923 2008
"139494" "" 507 76
"139495" "" 507 150
"139496" "" 507 55
"139497" "" 1696 287
"139498" "NM_021967" 1889 1372
"139499" "NM_001257317" 1471 539
"139500" "NM_002288" 699 117
"139501" "NM_001303252" 1779 497
"139502" "NM_014219" 1587 508
"139503" "NM_001282872" 3007 26
"139504" "NM_001282872" 3007 73
"139505" "NM_001282872" 3007 1547
"139506" "" 2379 123
"139507" "NM_001278165" 2109 1326
"139508" "NM_001282701" 3510 2630
"139509" "NM_001282703" 3510 2630
"139510" "NM_001282699" 3510 2630
"139511" "" 1294 305
"139512" "NM_032611" 2785 1409
"139513" "" 641 101
"139514" "NM_001145971" 1931 749
"139515" "NM_138412" 1931 749
"139516" "NM_001242867" 1834 483
"139517" "" 583 149
"139518" "" 583 147
"139519" "" 583 147
"139520" "NM_001242867" 1546 228
"139521" "" 6142 1
"139522" "" 6142 5482
"139523" "NM_001287586" 1245 575
"139524" "NM_001085476" 2034 699
"139525" "NM_001083899" 2268 376
"139526" "NM_016363" 2268 376
"139527" "NM_001271848" 2901 519
"139528" "NM_001081443" 1864 318
"139529" "NM_006642" 2415 154
"139530" "" 2881 469
"139531" "NM_001174082" 3507 241
"139532" "" 865 27
"139533" "" 865 371
"139534" "NM_001271592" 4795 4452
"139535" "NM_001283001" 2660 177
"139536" "NM_001283000" 2660 177
"139537" "NM_001282999" 2660 177
"139538" "NM_001286631" 5230 1752
"139539" "NM_001204111" 4995 4298
"139540" "NM_138626" 4995 4298
"139541" "NM_001287594" 1098 258
"139542" "NM_138440" 2806 628
"139543" "" 1591 82
"139544" "" 1601 512
"139545" "" 4324 91
"139546" "NM_001136472" 2467 1910
"139547" "" 2269 396
"139548" "NM_001198805" 1748 744
"139549" "NM_001130917" 1705 213
"139550" "NM_001301782" 1921 298
"139551" "NM_015868" 1590 532
"139552" "NM_001276696" 2653 99
"139553" "NM_001276696" 2653 106
"139554" "NM_001276696" 2653 1286
"139555" "" 1602 84
"139556" "" 1602 335
"139557" "NM_001256017" 2210 1215
"139558" "" 2459 186
"139559" "NM_014219" 1572 510
"139560" "" 1950 177
"139561" "" 1950 639
"139562" "" 5075 1173
"139563" "" 5075 623
"139564" "" 1532 521
"139565" "" 976 100
"139566" "" 976 236
"139567" "" 976 65
"139568" "" 976 241
"139569" "" 1595 195
"139570" "NM_001321879" 4279 2309
"139571" "NM_001321885" 4279 2309
"139572" "NM_001321893" 4279 2309
"139573" "NM_001321891" 4279 2309
"139574" "NM_001321894" 4279 2309
"139575" "NM_001204146" 4279 2309
"139576" "NM_001289407" 2361 735
"139577" "NM_022736" 2361 735
"139578" "NM_052925" 4138 1087
"139579" "" 1343 391
"139580" "" 1177 64
"139581" "" 1177 736
"139582" "NM_001278371" 4242 2443
"139583" "NM_001199417" 5964 1419
"139584" "" 3149 2557
"139585" "" 1810 501
"139586" "NM_001278429" 1540 175
"139587" "NM_001196" 2199 1437
"139588" "NM_001278631" 5876 4243
"139589" "NM_001278619" 4824 1097
"139590" "" 7442 4348
"139591" "" 1490 377
"139592" "NM_001256605" 1364 356
"139593" "" 910 221
"139594" "" 910 122
"139595" "" 910 122
"139596" "" 910 235
"139597" "" 4988 3650
"139598" "NM_001100122" 4537 582
"139599" "" 2553 541
"139600" "" 8588 3193
"139601" "" 2874 931
"139602" "" 1524 316
"139603" "" 1524 539
"139604" "" 2351 1178
"139605" "NM_002000" 2431 1556
"139606" "" 900 14
"139607" "" 1601 512
"139608" "" 2042 2
"139609" "" 2042 74
"139610" "" 2042 63
"139611" "" 2042 181
"139612" "" 2042 46
"139613" "" 2042 245
"139614" "NM_001270469" 2881 1564
"139615" "NM_001270470" 2881 1564
"139616" "NM_001007524" 1759 570
"139617" "" 2637 580
"139618" "" 2637 201
"139619" "" 1413 74
"139620" "" 1413 86
"139621" "" 1413 96
"139622" "" 1413 91
"139623" "" 1413 59
"139624" "" 1413 37
"139625" "" 1413 46
"139626" "" 1413 86
"139627" "" 1413 44
"139628" "" 1413 51
"139629" "" 1413 68
"139630" "" 1413 439
"139631" "" 1601 512
"139632" "" 1012 86
"139633" "" 1012 303
"139634" "" 1012 368
"139635" "NM_001288792" 922 127
"139636" "" 1031 58
"139637" "" 6020 5245
"139638" "" 1975 115
"139639" "" 1975 345
"139640" "NM_000828" 5173 1
"139641" "NM_000828" 5173 2192
"139642" "NM_001278924" 1861 853
"139643" "" 1239 41
"139644" "" 1239 385
"139645" "NM_001174083" 3411 179
"139646" "" 1997 1164
"139647" "" 1206 55
"139648" "" 1206 134
"139649" "" 1206 403
"139650" "" 537 313
"139651" "NM_001242867" 1546 228
"139652" "NM_001253861" 830 26
"139653" "NM_001253861" 830 344
"139654" "" 1730 237
"139655" "NM_001267547" 2559 1799
"139656" "NM_003224" 2559 1799
"139657" "NM_013282" 3230 328
"139658" "" 3689 905
"139659" "NM_001204862" 1976 1491
"139660" "" 1240 207
"139661" "" 1240 50
"139662" "" 1240 122
"139663" "" 1240 52
"139664" "" 1240 278
"139665" "" 3907 1921
"139666" "NM_001278633" 2398 541
"139667" "NM_138706" 2503 1266
"139668" "NM_013289" 1900 501
"139669" "" 11122 666
"139670" "" 6607 1793
"139671" "" 1646 465
"139672" "NM_001270767" 1049 176
"139673" "" 2369 784
"139674" "NM_001038603" 2153 401
"139675" "" 479 65
"139676" "NM_001270483" 1105 167
"139677" "NM_001165920" 2265 733
"139678" "" 629 93
"139679" "NM_001271937" 1484 471
"139680" "NM_005042" 673 17
"139681" "NM_005042" 673 115
"139682" "NM_001110213" 673 17
"139683" "NM_001110213" 673 115
"139684" "NM_001287748" 1987 694
"139685" "" 1401 714
"139686" "" 2370 70
"139687" "" 2370 325
"139688" "" 1362 35
"139689" "" 1106 31
"139690" "NM_001174082" 3507 241
"139691" "" 3719 319
"139692" "" 1147 658
"139693" "NM_001242886" 1839 17
"139694" "NM_001242886" 1839 405
"139695" "NM_001286378" 1700 357
"139696" "" 4430 3194
"139697" "" 1123 76
"139698" "NM_002255" 1145 10
"139699" "" 1432 701
"139700" "" 1924 286
"139701" "" 1924 302
"139702" "" 1924 50
"139703" "" 1924 116
"139704" "" 1924 75
"139705" "" 1924 37
"139706" "" 1924 155
"139707" "" 1924 311
"139708" "" 3183 2179
"139709" "" 4178 1744
"139710" "NM_001271669" 1305 164
"139711" "NM_001143994" 1450 451
"139712" "" 754 17
"139713" "" 2640 500
"139714" "" 1284 656
"139715" "" 1569 507
"139716" "" 765 28
"139717" "" 765 408
"139718" "" 1193 1
"139719" "" 1193 188
"139720" "" 1193 679
"139721" "NM_001286712" 4103 1528
"139722" "" 2231 1925
"139723" "NM_001297426" 1967 155
"139724" "NM_001297427" 1967 155
"139725" "" 689 413
"139726" "" 700 250
"139727" "" 700 41
"139728" "" 2093 1699
"139729" "" 582 158
"139730" "NM_001303145" 2608 271
"139731" "" 756 35
"139732" "" 594 49
"139733" "" 594 162
"139734" "" 594 138
"139735" "" 594 36
"139736" "" 2438 118
"139737" "" 2438 106
"139738" "" 2438 114
"139739" "" 2438 107
"139740" "" 2438 1802
"139741" "" 580 189
"139742" "NM_001080115" 1664 670
"139743" "" 6477 194
"139744" "" 1186 153
"139745" "" 1186 73
"139746" "" 1186 67
"139747" "" 2031 1020
"139748" "" 2314 24
"139749" "NM_000026" 4359 2844
"139750" "" 1687 291
"139751" "NM_001198853" 1962 355
"139752" "NM_001282929" 4242 3825
"139753" "" 359 11
"139754" "" 478 60
"139755" "" 478 290
"139756" "" 3693 49
"139757" "" 3693 162
"139758" "" 3693 138
"139759" "" 3693 366
"139760" "" 3693 83
"139761" "" 3693 50
"139762" "" 3693 46
"139763" "" 3693 72
"139764" "" 3693 81
"139765" "" 3693 162
"139766" "" 3693 75
"139767" "" 3693 108
"139768" "" 3693 64
"139769" "" 3693 100
"139770" "" 3693 127
"139771" "" 3693 246
"139772" "" 3693 113
"139773" "" 3693 156
"139774" "" 3693 120
"139775" "" 3693 32
"139776" "" 3693 55
"139777" "" 3693 71
"139778" "" 3693 165
"139779" "" 3693 40
"139780" "" 3693 174
"139781" "" 3693 641
"139782" "" 3689 49
"139783" "" 3689 103
"139784" "" 3689 138
"139785" "" 3689 366
"139786" "" 3689 83
"139787" "" 3689 50
"139788" "" 3689 46
"139789" "" 3689 72
"139790" "" 3689 81
"139791" "" 3689 162
"139792" "" 3689 75
"139793" "" 3689 108
"139794" "" 3689 64
"139795" "" 3689 100
"139796" "" 3689 127
"139797" "" 3689 246
"139798" "" 3689 113
"139799" "" 3689 156
"139800" "" 3689 120
"139801" "" 3689 32
"139802" "" 3689 55
"139803" "" 3689 71
"139804" "" 3689 165
"139805" "" 3689 236
"139806" "" 3689 40
"139807" "" 3689 174
"139808" "" 3689 522
"139809" "" 1268 648
"139810" "NM_001257235" 458 130
"139811" "" 501 89
"139812" "" 216 39
"139813" "NM_001290223" 5761 37
"139814" "NM_001272110" 1961 539
"139815" "NM_001272109" 1961 539
"139816" "NM_001272111" 1961 539
"139817" "" 725 94
"139818" "" 725 141
"139819" "" 725 109
"139820" "" 725 146
"139821" "" 725 31
"139822" "" 6513 194
"139823" "" 1491 287
"139824" "" 573 9
"139825" "" 573 53
"139826" "" 573 25
"139827" "" 585 95
"139828" "" 1102 103
"139829" "" 1102 150
"139830" "" 1102 145
"139831" "NM_001111039" 1998 433
"139832" "NM_001277815" 5193 3078
"139833" "NM_001277817" 5193 3078
"139834" "" 856 78
"139835" "" 856 46
"139836" "" 856 90
"139837" "" 856 69
"139838" "" 856 89
"139839" "" 440 206
"139840" "" 803 66
"139841" "" 803 106
"139842" "" 803 101
"139843" "NM_001170784" 2064 1597
"139844" "NM_001170782" 2064 1597
"139845" "NM_001170783" 2064 1597
"139846" "" 1752 325
"139847" "NM_001287501" 6775 4570
"139848" "NM_001287502" 6775 4570
"139849" "NM_001287745" 2368 694
"139850" "" 1675 145
"139851" "" 1653 1006
"139852" "NM_001199119" 1698 43
"139853" "" 992 16
"139854" "" 992 182
"139855" "" 992 92
"139856" "" 992 125
"139857" "" 503 267
"139858" "" 4616 535
"139859" "NM_153334" 3248 559
"139860" "" 566 228
"139861" "" 566 44
"139862" "NM_001251855" 4318 1719
"139863" "NM_001321401" 2009 554
"139864" "NM_175742" 2009 554
"139865" "" 1125 82
"139866" "" 1766 490
"139867" "" 1599 759
"139868" "" 683 354
"139869" "" 2026 1015
"139870" "" 1135 330
"139871" "" 582 344
"139872" "" 1864 229
"139873" "NM_001173479" 2143 337
"139874" "NM_033100" 6781 4074
"139875" "" 624 33
"139876" "" 624 114
"139877" "" 624 107
"139878" "" 624 76
"139879" "" 1380 282
"139880" "" 12533 9649
"139881" "" 1259 890
"139882" "NM_001281837" 3959 3307
"139883" "" 1010 4
"139884" "" 2330 923
"139885" "" 2330 517
"139886" "NM_001244910" 1581 855
"139887" "" 308 33
"139888" "NM_017639" 8912 160
"139889" "NM_001280797" 2518 542
"139890" "NM_001280796" 2518 542
"139891" "NM_001077637" 3032 1844
"139892" "" 418 0
"139893" "" 1680 253
"139894" "" 1021 1
"139895" "" 1021 188
"139896" "" 1021 389
"139897" "" 1021 185
"139898" "" 5321 3307
"139899" "NM_001206650" 1392 475
"139900" "" 1839 342
"139901" "" 729 348
"139902" "" 1392 101
"139903" "" 1392 124
"139904" "" 1392 71
"139905" "" 1392 93
"139906" "" 1392 448
"139907" "NM_002958" 2934 1019
"139908" "NM_001284515" 9787 8068
"139909" "NM_001284514" 9787 8068
"139910" "" 569 1
"139911" "" 569 150
"139912" "" 569 106
"139913" "" 569 42
"139914" "" 1943 296
"139915" "NM_001321186" 1931 688
"139916" "NM_001242492" 1931 688
"139917" "NM_001242494" 1931 688
"139918" "NM_001242496" 1931 688
"139919" "NM_001105522" 1651 177
"139920" "" 2238 1532
"139921" "" 811 188
"139922" "NM_001321400" 2025 554
"139923" "NM_175743" 2025 554
"139924" "" 781 80
"139925" "" 781 119
"139926" "" 781 92
"139927" "" 781 253
"139928" "" 1658 725
"139929" "" 1374 293
"139930" "NM_024330" 2413 154
"139931" "" 774 311
"139932" "" 1285 363
"139933" "" 649 240
"139934" "" 599 159
"139935" "NM_021267" 2517 593
"139936" "NM_021267" 2517 845
"139937" "" 566 293
"139938" "NM_001304839" 1851 1151
"139939" "" 563 22
"139940" "" 563 171
"139941" "" 998 19
"139942" "" 998 290
"139943" "" 998 164
"139944" "" 998 35
"139945" "" 998 102
"139946" "" 1318 88
"139947" "" 543 415
"139948" "" 531 100
"139949" "NM_001492" 2558 44
"139950" "" 1622 634
"139951" "" 407 301
"139952" "" 3274 2178
"139953" "" 2598 20
"139954" "" 3634 3021
"139955" "" 1026 125
"139956" "" 1026 408
"139957" "" 601 13
"139958" "" 732 486
"139959" "" 511 0
"139960" "" 1122 98
"139961" "" 1122 85
"139962" "" 1122 59
"139963" "" 1122 122
"139964" "" 1122 579
"139965" "" 1270 256
"139966" "" 513 44
"139967" "" 587 103
"139968" "" 587 203
"139969" "" 587 133
"139970" "" 875 36
"139971" "" 875 137
"139972" "" 875 118
"139973" "" 875 275
"139974" "" 898 165
"139975" "NM_001195098" 6383 3033
"139976" "NM_001195099" 6383 3033
"139977" "" 3761 7
"139978" "" 3761 138
"139979" "" 3761 366
"139980" "" 3761 83
"139981" "" 3761 50
"139982" "" 3761 46
"139983" "" 3761 72
"139984" "" 3761 81
"139985" "" 3761 162
"139986" "" 3761 75
"139987" "" 3761 108
"139988" "" 3761 64
"139989" "" 3761 100
"139990" "" 3761 127
"139991" "" 3761 246
"139992" "" 3761 113
"139993" "" 3761 156
"139994" "" 3761 120
"139995" "" 3761 32
"139996" "" 3761 55
"139997" "" 3761 71
"139998" "" 3761 165
"139999" "" 3761 40
"140000" "" 3761 174
"140001" "" 3761 910
"140002" "NM_001242740" 2685 2255
"140003" "NM_001289408" 3417 191
"140004" "" 1863 331
"140005" "" 1888 187
"140006" "NM_016091" 2091 317
"140007" "" 871 174
"140008" "" 1263 19
"140009" "" 1263 308
"140010" "" 2855 15
"140011" "" 2855 166
"140012" "" 2855 123
"140013" "" 2855 952
"140014" "" 3918 456
"140015" "NM_001099850" 2104 636
"140016" "NM_001048201" 3898 1347
"140017" "" 1863 996
"140018" "" 2283 489
"140019" "" 501 89
"140020" "NM_001256648" 4083 2656
"140021" "NM_003423" 4083 2656
"140022" "NM_001256653" 4083 2656
"140023" "NM_001256649" 4083 2656
"140024" "NM_001256650" 4083 2656
"140025" "NM_001256654" 4083 2656
"140026" "NM_001256651" 4083 2656
"140027" "" 5761 196
"140028" "" 5761 110
"140029" "" 5761 119
"140030" "" 5761 94
"140031" "" 5761 145
"140032" "" 5761 707
"140033" "" 5761 204
"140034" "" 5761 78
"140035" "" 5761 3866
"140036" "" 258 90
"140037" "" 3307 144
"140038" "" 3307 108
"140039" "" 3307 122
"140040" "" 3307 160
"140041" "" 3307 90
"140042" "" 3307 147
"140043" "" 3307 153
"140044" "" 3307 175
"140045" "" 3307 190
"140046" "" 3307 199
"140047" "" 3307 128
"140048" "" 3307 149
"140049" "" 3307 108
"140050" "" 3307 302
"140051" "" 3307 124
"140052" "" 3307 185
"140053" "" 3307 203
"140054" "" 3307 203
"140055" "" 3307 104
"140056" "" 3307 25
"140057" "" 4208 1115
"140058" "" 4208 179
"140059" "" 4208 329
"140060" "" 4208 1216
"140061" "" 548 305
"140062" "" 2436 1682
"140063" "" 841 98
"140064" "" 2453 688
"140065" "" 1133 49
"140066" "" 973 36
"140067" "" 973 137
"140068" "" 973 118
"140069" "" 973 301
"140070" "" 796 623
"140071" "" 2175 560
"140072" "" 308 33
"140073" "" 678 78
"140074" "" 678 46
"140075" "" 678 29
"140076" "" 1089 485
"140077" "" 406 300
"140078" "NM_001288824" 1823 404
"140079" "NM_001288828" 1799 404
"140080" "NM_001288826" 1799 404
"140081" "" 754 203
"140082" "" 754 124
"140083" "NM_001243237" 658 127
"140084" "" 478 60
"140085" "" 478 290
"140086" "" 409 303
"140087" "NM_001291815" 15610 429
"140088" "" 826 496
"140089" "" 406 300
"140090" "NM_001270766" 1115 176
"140091" "" 2748 1753
"140092" "" 513 94
"140093" "" 1456 0
"140094" "" 1456 152
"140095" "" 1456 516
"140096" "NM_022874" 1388 2
"140097" "NM_022874" 1388 573
"140098" "NM_001099435" 2667 44
"140099" "NM_001099435" 2667 1471
"140100" "" 696 20
"140101" "" 664 155
