Ensembl Transcript ID	RefSeq mRNA [e.g. NM_001195597]	Transcript length (including UTRs and CDS)
ENST00000550093		570
ENST00000247178	NM_014924	4742
ENST00000451137	NM_001554	2290
ENST00000559805		678
ENST00000547078		450
ENST00000548151		557
ENST00000480413		551
ENST00000252229	NM_005931	2446
ENST00000617660	NM_001254717	2356
ENST00000437210		749
ENST00000552743		606
ENST00000549157		556
ENST00000547640		602
ENST00000494577		907
ENST00000553031		755
ENST00000452693	NM_001103151	3113
ENST00000535214	NM_001184924	3198
ENST00000307980	NM_004584	2119
ENST00000538442	NM_001289160	2411
ENST00000439251	NM_001103150	3213
ENST00000491650		842
ENST00000544620		829
ENST00000287916	NM_001185073	3565
ENST00000287916	NM_012129	3565
ENST00000497135		1207
ENST00000436066	NM_024310	2084
ENST00000462636		724
ENST00000592810		1357
ENST00000373618		3003
ENST00000490029		635
ENST00000619421		2463
ENST00000588833		543
ENST00000495768		674
ENST00000479305		791
ENST00000462245		739
ENST00000474676		603
ENST00000586888		707
ENST00000475615		360
ENST00000392644	NM_032131	3241
ENST00000262186	NM_000238	4286
ENST00000394604		846
ENST00000394215		1380
ENST00000464926		772
ENST00000538013		924
ENST00000237512		836
ENST00000426508	NM_014714	5270
ENST00000394605		3488
ENST00000261888	NM_001316943	2731
ENST00000261888	NM_017851	2731
ENST00000414610		555
ENST00000542139		578
ENST00000444347	NM_001316944	2352
ENST00000541132		586
ENST00000481850		568
ENST00000530934		1256
ENST00000560149		823
ENST00000374987	NM_014481	3245
ENST00000529100		1037
ENST00000558873		838
ENST00000535644		1624
ENST00000498033		420
ENST00000414834	NM_001278466	4211
ENST00000216036	NM_014433	1291
ENST00000368972	NM_001286609	3663
ENST00000421213		323
ENST00000439064		695
ENST00000425596		1950
ENST00000587023		539
ENST00000495073		2871
ENST00000464950		1602
ENST00000242059	NM_014766	5257
ENST00000368476	NM_000748	5867
ENST00000452757		509
ENST00000593123		651
ENST00000612581	NM_001515	2077
ENST00000636034		3965
ENST00000592136		457
ENST00000406876		519
ENST00000637900		2390
ENST00000636695		162
ENST00000635876		1243
ENST00000483862		338
ENST00000630101		1569
ENST00000498326		342
ENST00000480622		2217
ENST00000471758		728
ENST00000425819	NM_001145515	1552
ENST00000486493		399
ENST00000330287	NM_019863	2620
ENST00000427904		618
ENST00000630141		659
ENST00000381077	NM_012080	2140
ENST00000409497		1732
ENST00000485553		706
ENST00000412827	NM_001178136	1376
ENST00000367048	NM_005891	3180
ENST00000490634		950
ENST00000424830	NM_001135565	1334
ENST00000434476	NM_001145514	1454
ENST00000292303	NM_000579	3450
ENST00000292303	NM_001100168	3450
ENST00000451941		527
ENST00000561552		434
ENST00000486446		586
ENST00000445772		1292
ENST00000421434		1001
ENST00000478752		693
ENST00000502288		560
ENST00000591096		562
ENST00000485696		309
ENST00000494620		553
ENST00000498474		1040
ENST00000476475		372
ENST00000474578		625
ENST00000438497		560
ENST00000540122	NM_001178135	825
ENST00000532957		3374
ENST00000565223		668
ENST00000409570		535
ENST00000473610		2782
ENST00000548003		2121
ENST00000426154	NM_001145513	5275
ENST00000461280		2430
ENST00000408947	NM_176882	1043
ENST00000631335		423
ENST00000334444	NM_005688	5921
ENST00000467951		856
ENST00000585331	NM_147163	983
ENST00000565298		4727
ENST00000371399		1503
ENST00000472052		1641
ENST00000378116	NM_001010924	3952
ENST00000626864		1991
ENST00000477161		617
ENST00000455654		605
ENST00000276569	NM_018120	3032
ENST00000397417		4023
ENST00000445281		3134
ENST00000528721		887
ENST00000568837		414
ENST00000518908		1050
ENST00000625259		1106
ENST00000430723	NM_172056	2648
ENST00000566818		722
ENST00000564973		1081
ENST00000626973		860
ENST00000339051	NM_198184	402
ENST00000519352		686
ENST00000628942		1874
ENST00000568562		477
ENST00000437205	NM_001320032	5852
ENST00000625641		811
ENST00000629727		412
ENST00000330394	NM_004443	4236
ENST00000443497		550
ENST00000626970		457
ENST00000523384		507
ENST00000373055	NM_001256875	2469
ENST00000373055	NM_018101	2469
ENST00000439987		2580
ENST00000482987		482
ENST00000476402		732
ENST00000626950		486
ENST00000318430	NM_152468	4411
ENST00000473079		486
ENST00000359120	NM_152550	3027
ENST00000469457		1009
ENST00000373062	NM_013285	2334
ENST00000561954		826
ENST00000492216		954
ENST00000506591		555
ENST00000477288		6054
ENST00000480151		940
ENST00000566052		544
ENST00000458464	NM_001286702	2849
ENST00000511217		5607
ENST00000427120		4697
ENST00000569646		643
ENST00000462812		2409
ENST00000372492		4244
ENST00000569812		452
ENST00000327331		2303
ENST00000509286		437
ENST00000589691		3927
ENST00000479255		422
ENST00000549335		7403
ENST00000586445		646
ENST00000538069		698
ENST00000368494	NM_138459	4676
ENST00000412288		1042
ENST00000592399		570
ENST00000469191		533
ENST00000221665	NM_032836	2660
ENST00000503848		671
ENST00000623491		2026
ENST00000497734		446
ENST00000465897		808
ENST00000489146		630
ENST00000591983		789
ENST00000511705		1008
ENST00000472983		792
ENST00000443376		2000
ENST00000465385		3823
ENST00000590714		4686
ENST00000463351		493
ENST00000361711		2230
ENST00000590184		315
ENST00000504522		678
ENST00000072644	NM_018982	1851
ENST00000392579		1848
ENST00000317615	NM_020232	1686
ENST00000592585		489
ENST00000488496		539
ENST00000591003		324
ENST00000587678		600
ENST00000382494	NM_001023587	1923
ENST00000590217		1036
ENST00000591144		772
ENST00000330537		4352
ENST00000587414		462
ENST00000528956	NM_001167965	3037
ENST00000528956	NM_152498	3037
ENST00000227135	NM_017425	853
ENST00000275732	NM_022574	6530
ENST00000586587		711
ENST00000477567		929
ENST00000611321		1181
ENST00000529956		576
ENST00000438979		821
ENST00000489582		593
ENST00000393295	NM_020701	3842
ENST00000381474		3911
ENST00000379483	NM_032138	4734
ENST00000472105		500
ENST00000330398	NM_001198569	1175
ENST00000330398	NM_001694	1175
ENST00000525227		456
ENST00000437341		591
ENST00000588824		794
ENST00000445067		2169
ENST00000367807	NM_001320972	1295
ENST00000471340		478
ENST00000343939		2391
ENST00000528451		946
ENST00000464111		656
ENST00000328747	NM_152626	3210
ENST00000533339		2094
ENST00000486561		914
ENST00000446941		883
ENST00000393306	NM_182981	1940
ENST00000471497		1211
ENST00000532692		4949
ENST00000371142	NM_020123	6141
ENST00000488849		582
ENST00000534615		558
ENST00000565123		833
ENST00000529498		434
ENST00000370938	NM_001902	1805
ENST00000485093		407
ENST00000265586		5712
ENST00000563543		567
ENST00000524614		913
ENST00000431504	NM_001287534	2947
ENST00000431504	NM_001287533	2947
ENST00000215770	NM_001084393	1545
ENST00000428122		579
ENST00000369744	NM_001025197	1489
ENST00000567707		534
ENST00000273541	NM_001199469	1704
ENST00000490192		884
ENST00000610710	NM_001195831	4162
ENST00000443638		868
ENST00000474304		600
ENST00000564991		3765
ENST00000471306		552
ENST00000346806	NM_153742	1196
ENST00000569526		545
ENST00000388742	NM_172058	3907
ENST00000482383		598
ENST00000464654		658
ENST00000475401		511
ENST00000567831		551
ENST00000496163		752
ENST00000526926	NM_001261843	2612
ENST00000427569	NM_001261434	1322
ENST00000411986	NM_001190463	2044
ENST00000569051		901
ENST00000375453		841
ENST00000450302	NM_007139	2957
ENST00000458270	NM_001082480	2733
ENST00000564355		592
ENST00000483535		418
ENST00000497812		578
ENST00000393292		988
ENST00000360388	NM_001029858	4852
ENST00000357512	NM_001287532	3124
ENST00000423313	NM_014656	4564
ENST00000423313	NM_001162893	4564
ENST00000501748	NM_014789	6759
ENST00000621341		4481
ENST00000444639	NM_001162894	4494
ENST00000486664		648
ENST00000466741	NM_001025199	1518
ENST00000623589		1010
ENST00000478040		561
ENST00000545251	NM_001162895	2485
ENST00000358577	NM_001159291	3142
ENST00000485703		837
ENST00000491665		762
ENST00000477185		757
ENST00000360256	NM_000132	9059
ENST00000562312		682
ENST00000567124		581
ENST00000361891	NM_004515	1659
ENST00000467038		732
ENST00000619243	NM_001258000	1110
ENST00000215743	NM_005940	2291
ENST00000520509		3330
ENST00000483822		461
ENST00000393330		1516
ENST00000497587		589
ENST00000436632		404
ENST00000381340	NM_002223	11405
ENST00000480213		1008
ENST00000563563		570
ENST00000423959		791
ENST00000471714		6783
ENST00000465730		644
ENST00000543828		497
ENST00000453950		545
ENST00000247829	NM_004616	1227
ENST00000526684		541
ENST00000617728	NM_206954	2196
ENST00000617728	NM_206953	2196
ENST00000617728	NM_001291715	2196
ENST00000617728	NM_006115	2196
ENST00000619513	NM_001319231	4340
ENST00000619513	NM_001319230	4340
ENST00000530597		467
ENST00000428253		537
ENST00000396133		1361
ENST00000524472		1435
ENST00000258494	NM_001034173	7547
ENST00000437086		2071
ENST00000533831		482
ENST00000524224		625
ENST00000546561		1168
ENST00000460352		918
ENST00000465115		3743
ENST00000497220		778
ENST00000358807	NM_022765	3645
ENST00000472825		339
ENST00000552270		2746
ENST00000340726	NM_000503	4326
ENST00000368684		476
ENST00000434318		1165
ENST00000552128		759
ENST00000529459		537
ENST00000369748	NM_004000	1468
ENST00000548418		527
ENST00000293549	NM_005430	1185
ENST00000493132		559
ENST00000465904		4381
ENST00000322563	NM_004626	1930
ENST00000368681		726
ENST00000367808	NM_001320973	2749
ENST00000451599		2577
ENST00000492464		703
ENST00000630715	NM_001286613	3678
ENST00000450475		783
ENST00000552427		486
ENST00000538984		586
ENST00000488363		549
ENST00000552786		398
ENST00000356476	NM_003530	411
ENST00000540429		400
ENST00000480185		370
ENST00000529461		453
ENST00000550818		627
ENST00000433205		754
ENST00000543958		544
ENST00000613114		1278
ENST00000549421		246
ENST00000355830		2417
ENST00000532150		461
ENST00000329281	NM_003666	2300
ENST00000615950	NM_001267809	1906
ENST00000507874		1380
ENST00000506254	NM_001320513	2454
ENST00000523476		626
ENST00000483856		568
ENST00000545902		581
ENST00000420531		795
ENST00000540791		575
ENST00000426663		926
ENST00000431946		887
ENST00000259467	NM_005388	2813
ENST00000320631	NM_006795	4551
ENST00000341181	NM_001040183	2161
ENST00000341181	NM_001040181	2161
ENST00000341181	NM_001040199	2161
ENST00000545235		540
ENST00000304646	NM_012360	942
ENST00000441280		983
ENST00000521809		592
ENST00000394285		595
ENST00000430739		752
ENST00000344575	NM_003508	2338
ENST00000484846		3469
ENST00000303824	NM_001288575	3930
ENST00000303824	NM_001288574	3930
ENST00000591910		726
ENST00000242737		581
ENST00000519889		434
ENST00000483774		928
ENST00000536627		569
ENST00000388741		3404
ENST00000388743		2199
ENST00000375448	NM_012387	2267
ENST00000436545		680
ENST00000339837	NM_178177	1863
ENST00000416949		478
ENST00000359393	NM_001282444	3618
ENST00000468945		373
ENST00000316436	NM_153215	1494
ENST00000316436	NM_001304385	1494
ENST00000221972	NM_001783	1258
ENST00000492036		566
ENST00000615853	NM_080720	591
ENST00000517487		830
ENST00000354464	NM_024658	3646
ENST00000496494		2373
ENST00000327876	NM_022055	6227
ENST00000597454		801
ENST00000621122		789
ENST00000488711		648
ENST00000413939	NM_001200047	1711
ENST00000487048		513
ENST00000470336		2984
ENST00000294244	NM_138471	2024
ENST00000467001		471
ENST00000493527		833
ENST00000324642	NM_182632	2121
ENST00000444740	NM_021601	567
ENST00000308108	NM_057749	2724
ENST00000561462		1864
ENST00000421510		1015
ENST00000296202		1569
ENST00000284322	NM_015429	4498
ENST00000628017		2831
ENST00000441804	NM_172197	1250
ENST00000284523	NM_033131	2932
ENST00000511444		873
ENST00000498472		557
ENST00000540893		554
ENST00000630062		251
ENST00000513607		459
ENST00000423427		771
ENST00000592170		787
ENST00000495591		3650
ENST00000547114		732
ENST00000535820		729
ENST00000507242		724
ENST00000446524	NM_001005512	1064
ENST00000419131	NM_172059	1723
ENST00000625301		605
ENST00000509447		518
ENST00000413821		635
ENST00000626503	NM_206956	2179
ENST00000626503	NM_001291716	2179
ENST00000622306	NM_173614	4252
ENST00000512391		794
ENST00000493349		879
ENST00000628830		2057
ENST00000482120		570
ENST00000509291		763
ENST00000514703		584
ENST00000556529	NM_001085481	660
ENST00000433803		1191
ENST00000422295		440
ENST00000630573		891
ENST00000505779		360
ENST00000631267		566
ENST00000509737		449
ENST00000466015		1290
ENST00000621364	NM_001004060	3921
ENST00000509034		649
ENST00000455148		546
ENST00000627660		705
ENST00000388740	NM_172060	3788
ENST00000628626		589
ENST00000457202		534
ENST00000373578	NM_005417	4630
ENST00000373578	NM_198291	4630
ENST00000511003		688
ENST00000487012		2454
ENST00000627904		709
ENST00000399598	NM_001077619	5068
ENST00000373567		4321
ENST00000411683		557
ENST00000626772		727
ENST00000497021		618
ENST00000489379		588
ENST00000373558		4304
ENST00000486770		700
ENST00000627598		581
ENST00000472968		461
ENST00000543392		3765
ENST00000469764		543
ENST00000630407		567
ENST00000497395		566
ENST00000621096	NM_001282445	3336
ENST00000298352	NM_021257	1884
ENST00000489153		551
ENST00000471901		922
ENST00000522978		717
ENST00000394180	NM_019895	2228
ENST00000581078	NM_001304271	1002
ENST00000620440		1360
ENST00000527943		453
ENST00000403627	NM_032837	2798
ENST00000506885		750
ENST00000482765		475
ENST00000457714	NM_014932	8242
ENST00000396842	NM_033083	4690
ENST00000478235		561
ENST00000520732		684
ENST00000560798		3581
ENST00000539862	NM_206955	2202
ENST00000477066		3300
ENST00000466947		560
ENST00000622835	NM_001038603	2153
ENST00000491671		711
ENST00000467556		502
ENST00000392665		4074
ENST00000533795		563
ENST00000379214	NM_018490	5206
ENST00000449565		1037
ENST00000451315	NM_016167	1184
ENST00000477475		584
ENST00000361589		5092
ENST00000528305		375
ENST00000253031		2087
ENST00000582136	NM_001304273	1204
ENST00000523409		1225
ENST00000374763		3334
ENST00000493775		559
ENST00000617675		556
ENST00000604093		1445
ENST00000540952		2492
ENST00000389858		5163
ENST00000415045		1536
ENST00000558780		3540
ENST00000521796		618
ENST00000635840		44
ENST00000503004		2818
ENST00000420088		646
ENST00000495063		3714
ENST00000489910		703
ENST00000586748	NM_001321439	1550
ENST00000586748	NM_024029	1550
ENST00000528490		561
ENST00000544346		1957
ENST00000394185		2159
ENST00000245543	NM_024585	2126
ENST00000530658		553
ENST00000358208		3851
ENST00000474485		920
ENST00000487249		527
ENST00000405159	NM_001098832	2865
ENST00000541689		1259
ENST00000466350		861
ENST00000592646		950
ENST00000534413		450
ENST00000584947	NM_001304272	445
ENST00000527773		420
ENST00000614617	NM_001244734	4400
ENST00000543295		582
ENST00000534256		261
ENST00000579096		1122
ENST00000608409		562
ENST00000533855		910
ENST00000480977		492
ENST00000583178		563
ENST00000506763		3166
ENST00000611349		576
ENST00000424706		596
ENST00000459682		251
ENST00000469564		551
ENST00000558046		3440
ENST00000440599	NM_153765	2539
ENST00000580032		451
ENST00000483129		560
ENST00000484582		642
ENST00000490929		432
ENST00000394181	NM_001040182	2170
ENST00000622563		1908
ENST00000374761		3318
ENST00000490082		561
ENST00000469727		561
ENST00000496418		3684
ENST00000268389	NM_005849	2785
ENST00000401917		1827
ENST00000589971		879
ENST00000513873		538
ENST00000569602		368
ENST00000591872		430
ENST00000535113	NM_001291030	10322
ENST00000535113	NM_001013647	10322
ENST00000590329		958
ENST00000565499		1184
ENST00000207457	NM_014466	1509
ENST00000559588		3537
ENST00000581110	NM_001289410	512
ENST00000475896		3544
ENST00000552400		380
ENST00000527258		573
ENST00000546666		292
ENST00000243706		5620
ENST00000446762	NM_148919	1124
ENST00000530539		571
ENST00000290650	NM_174916	7761
ENST00000530236		553
ENST00000536346		707
ENST00000611064		1563
ENST00000579872	NM_001289412	422
ENST00000532144		586
ENST00000443786	NM_024511	2430
ENST00000443786	NM_001303143	2430
ENST00000583024	NM_001289411	417
ENST00000562173		597
ENST00000441960	NM_004159	1351
ENST00000612528		1584
ENST00000324036	NM_153767	2614
ENST00000514395		580
ENST00000566493		598
ENST00000586575		932
ENST00000359610	NM_001005279	975
ENST00000469024		1738
ENST00000568782		615
ENST00000473120		753
ENST00000502440		574
ENST00000546274		3332
ENST00000544217		484
ENST00000587943		796
ENST00000616831	NM_014219	1593
ENST00000560155		3485
ENST00000569243		702
ENST00000588347		753
ENST00000558233		1015
ENST00000585858		656
ENST00000471479		1153
ENST00000311550	NM_000814	5781
ENST00000588962		788
ENST00000564540		735
ENST00000477706		556
ENST00000592505		530
ENST00000449883		1025
ENST00000216214	NM_001104595	3458
ENST00000569066		2250
ENST00000392664	NM_000220	1674
ENST00000206595	NM_017769	5804
ENST00000481447		261
ENST00000493375		835
ENST00000510545		2124
ENST00000614247	NM_003539	312
ENST00000441876	NM_017911	1776
ENST00000370328	NM_004961	3152
ENST00000569971		721
ENST00000324003		718
ENST00000579889		568
ENST00000541819		5934
ENST00000405673		1612
ENST00000545770	NM_001080528	706
ENST00000531562		525
ENST00000511081	NM_001040200	642
ENST00000563239		545
ENST00000392666	NM_153766	2621
ENST00000392666	NM_153764	2621
ENST00000477714		756
ENST00000569337		549
ENST00000584137		529
ENST00000427777		521
ENST00000498542		588
ENST00000627960		189
ENST00000325888	NM_001458	9188
ENST00000443990		651
ENST00000550944		565
ENST00000432035		669
ENST00000477921		2021
ENST00000452238		583
ENST00000513287		999
ENST00000361574	NM_138774	1815
ENST00000561199		3249
ENST00000424557		549
ENST00000561379		624
ENST00000506927		520
ENST00000346177	NM_001127487	9042
ENST00000560935		701
ENST00000541603		856
ENST00000511667		871
ENST00000559253		579
ENST00000476478		354
ENST00000559635		492
ENST00000388853		570
ENST00000513452		862
ENST00000459849		695
ENST00000558718		554
ENST00000375820	NM_001845	6532
ENST00000476754		675
ENST00000502299		865
ENST00000372695	NM_001080425	1328
ENST00000558193		555
ENST00000635832		5593
